19.936	62.597
23.195	62.607
23.269	62.587
20.439	62.617
19.561	62.577
16.394	62.627
15.967	62.567
11.862	62.637
12.657	62.557
8.581	62.647
8.568	62.547
6.168	62.657
6.758	62.537
4.301	62.667
5.006	62.527
3.218	62.677
3.624	62.517
2.355	62.687
2.760	62.507
1.790	62.697
2.102	62.497
1.384	62.707
1.637	62.487
1.121	62.717
1.310	62.477
0.932	62.727
1.073	62.467
0.799	62.737
0.905	62.457
0.698	62.747
0.774	62.447
0.626	62.757
0.675	62.437
0.565	62.767
0.605	62.427
0.525	62.777
0.559	62.417
0.501	62.787
0.506	62.407
0.471	62.797
0.476	62.397
0.454	62.807
0.455	62.387
0.442	62.817
0.432	62.377
0.430	62.827
0.417	62.367
0.421	62.837
0.403	62.357
0.413	62.847
