2.301	62.597
23.442	62.607
13.780	62.587
12.339	62.617
8.289	62.577
7.807	62.627
6.977	62.567
6.884	62.637
4.587	62.557
4.867	62.647
3.677	62.547
4.310	62.657
3.297	62.537
3.692	62.667
2.953	62.527
3.159	62.677
2.257	62.517
2.364	62.687
1.923	62.507
1.623	62.697
1.744	62.497
1.253	62.707
1.298	62.487
1.038	62.717
1.079	62.477
0.886	62.727
0.807	62.467
0.715	62.737
0.654	62.457
0.593	62.747
0.557	62.447
0.536	62.757
0.491	62.437
0.487	62.767
0.451	62.427
0.446	62.777
0.423	62.417
0.435	62.787
0.396	62.407
0.422	62.797
0.390	62.397
0.422	62.807
0.384	62.387
0.403	62.817
0.376	62.377
0.397	62.827
0.373	62.367
0.396	62.837
0.368	62.357
0.392	62.847
