23.248	62.597
23.650	62.607
22.475	62.587
20.831	62.617
19.918	62.577
16.876	62.627
14.955	62.567
12.750	62.637
11.968	62.557
9.161	62.647
9.001	62.547
6.508	62.657
6.361	62.537
4.685	62.667
4.842	62.527
3.363	62.677
3.483	62.517
2.462	62.687
2.631	62.507
1.837	62.697
2.003	62.497
0.962	62.707
1.580	62.487
1.151	62.717
1.263	62.477
0.957	62.727
1.045	62.467
0.814	62.737
0.875	62.457
0.711	62.747
0.752	62.447
0.634	62.757
0.661	62.437
0.578	62.767
0.596	62.427
0.534	62.777
0.537	62.417
0.499	62.787
0.503	62.407
0.398	62.797
0.470	62.397
0.457	62.807
0.448	62.387
0.444	62.817
0.429	62.377
0.431	62.827
0.412	62.367
0.421	62.837
0.397	62.357
0.414	62.847
