7.931	62.597
23.394	62.607
22.197	62.587
20.121	62.617
17.427	62.577
15.663	62.627
13.033	62.567
11.678	62.637
10.267	62.557
8.857	62.647
7.722	62.547
6.528	62.657
5.739	62.537
4.899	62.667
4.493	62.527
3.549	62.677
3.333	62.517
2.588	62.687
2.505	62.507
1.925	62.697
1.915	62.497
1.488	62.707
1.526	62.487
1.191	62.717
1.210	62.477
0.981	62.727
0.995	62.467
0.824	62.737
0.836	62.457
0.725	62.747
0.716	62.447
0.629	62.757
0.629	62.437
0.568	62.767
0.560	62.427
0.532	62.777
0.515	62.417
0.497	62.787
0.478	62.407
0.473	62.797
0.462	62.397
0.457	62.807
0.435	62.387
0.437	62.817
0.417	62.377
0.428	62.827
0.404	62.367
0.420	62.837
0.393	62.357
0.413	62.847
