23.5995	62.5872
23.7599	62.5872
23.396	62.6072
23.7096	62.6072
23.2685	62.5872
23.3478	62.5872
23.1991	62.6072
23.5088	62.6072
23.5967	62.5872
23.2508	62.6072
23.2709	62.6072
23.6794	62.6072
23.4268	62.6072
23.5918	62.6072
23.3712	62.6072
23.5745	62.6072
23.7368	62.6072
23.6498	62.6072
23.9321	62.6072
23.6108	62.6072
23.7374	62.6072
23.8312	62.6072
23.6815	62.6072
23.7732	62.6072
23.6987	62.6072
23.3568	62.6072
23.5134	62.6072
23.5761	62.6072
23.3208	62.6072
23.4948	62.6072
23.6844	62.6072
23.4178	62.6072
23.6932	62.6072
23.3836	62.6072
23.2633	62.6072
23.4421	62.6072
23.2655	62.6072
23.6762	62.6072
23.3943	62.6072
23.4291	62.6072
23.7318	62.6072
23.3885	62.6072
23.7144	62.6072
23.3986	62.6072
23.5096	62.6072
23.4403	62.6072
23.3509	62.6072
23.4978	62.6072
23.3471	62.6072
