21.642	62.597
23.271	62.607
22.928	62.587
20.837	62.617
20.081	62.577
16.311	62.627
15.753	62.567
12.273	62.637
12.220	62.557
8.825	62.647
9.416	62.547
6.295	62.657
6.613	62.537
4.535	62.667
4.851	62.527
3.286	62.677
3.671	62.517
2.397	62.687
2.689	62.507
1.802	62.697
2.065	62.497
1.404	62.707
1.623	62.487
1.138	62.717
1.295	62.477
0.716	62.727
1.053	62.467
0.807	62.737
0.900	62.457
0.705	62.747
0.756	62.447
0.628	62.757
0.671	62.437
0.572	62.767
0.603	62.427
0.529	62.777
0.545	62.417
0.499	62.787
0.502	62.407
0.476	62.797
0.475	62.397
0.454	62.807
0.450	62.387
0.441	62.817
0.431	62.377
0.431	62.827
0.414	62.367
0.420	62.837
0.399	62.357
0.413	62.847
