21.376	62.597
23.510	62.607
22.324	62.587
20.336	62.617
17.431	62.577
16.878	62.627
13.601	62.567
12.670	62.637
10.274	62.557
9.036	62.647
8.254	62.547
6.826	62.657
5.839	62.537
4.919	62.667
4.527	62.527
3.545	62.677
3.284	62.517
2.584	62.687
2.489	62.507
1.917	62.697
1.921	62.497
1.505	62.707
1.509	62.487
1.189	62.717
1.210	62.477
0.984	62.727
0.999	62.467
0.826	62.737
0.842	62.457
0.718	62.747
0.730	62.447
0.643	62.757
0.634	62.437
0.575	62.767
0.581	62.427
0.537	62.777
0.530	62.417
0.506	62.787
0.493	62.407
0.476	62.797
0.464	62.397
0.458	62.807
0.441	62.387
0.444	62.817
0.420	62.377
0.431	62.827
0.406	62.367
0.422	62.837
0.396	62.357
0.415	62.847
