12.793	62.562
15.954	62.572
18.786	62.552
11.732	62.582
20.192	62.542
7.673	62.592
19.319	62.532
5.681	62.602
17.155	62.522
3.896	62.612
14.516	62.512
2.817	62.622
11.046	62.502
2.088	62.632
8.467	62.492
1.585	62.642
6.326	62.482
1.221	62.652
4.589	62.472
0.979	62.662
3.344	62.462
0.808	62.672
2.436	62.452
0.683	62.682
1.799	62.442
0.601	62.692
1.350	62.432
0.536	62.702
1.051	62.422
0.489	62.712
0.830	62.412
0.450	62.722
0.696	62.402
0.423	62.732
0.600	62.392
0.404	62.742
0.536	62.382
0.388	62.752
0.485	62.372
0.378	62.762
0.444	62.362
0.370	62.772
0.316	62.352
0.362	62.782
0.399	62.342
0.359	62.792
0.379	62.332
0.356	62.802
0.372	62.322
0.353	62.812
