18.6663	62.5422
20.1617	62.5322
19.1318	62.5322
19.0042	62.5422
18.8367	62.5422
20.1499	62.5422
19.354	62.5322
19.9977	62.5322
19.4317	62.5422
20.0601	62.5422
18.7984	62.5422
19.8644	62.5422
20.7029	62.5422
20.0486	62.5322
19.9754	62.5422
19.9856	62.5422
20.1918	62.5422
19.7992	62.5422
19.1144	62.5322
20.6116	62.5422
20.7298	62.5422
20.3352	62.5422
20.3958	62.5422
20.1242	62.5422
19.7731	62.5422
18.6192	62.5422
18.7796	62.5422
17.6301	62.5522
16.036	62.5722
15.135	62.5722
16.115	62.5722
18.5608	62.5522
18.5284	62.5522
17.5321	62.5522
16.0415	62.5722
16.4874	62.5722
16.4823	62.5722
15.9185	62.5722
18.8581	62.5522
17.5967	62.5522
16.5621	62.5522
15.8552	62.5722
16.5425	62.5722
16.1566	62.5722
20.0013	62.5422
18.4499	62.5522
17.0143	62.5522
20.2295	62.5422
20.0792	62.5422
