12.624	62.562
15.111	62.572
18.496	62.552
11.176	62.582
19.931	62.542
7.585	62.592
20.162	62.532
5.332	62.602
17.586	62.522
3.757	62.612
14.664	62.512
2.741	62.622
11.727	62.502
2.037	62.632
9.016	62.492
1.541	62.642
6.654	62.482
1.197	62.652
4.862	62.472
0.961	62.662
3.551	62.462
0.793	62.672
2.576	62.452
0.676	62.682
1.893	62.442
0.590	62.692
1.432	62.432
0.530	62.702
1.097	62.422
0.483	62.712
0.864	62.412
0.448	62.722
0.693	62.402
0.419	62.732
0.619	62.392
0.400	62.742
0.546	62.382
0.386	62.752
0.483	62.372
0.376	62.762
0.443	62.362
0.368	62.772
0.418	62.352
0.362	62.782
0.392	62.342
0.355	62.792
0.375	62.332
0.353	62.802
0.367	62.322
0.350	62.812
