3.521	62.562
15.993	62.572
18.528	62.552
11.082	62.582
17.671	62.542
7.992	62.592
17.574	62.532
5.332	62.602
14.436	62.522
3.649	62.612
11.020	62.512
2.819	62.622
9.929	62.502
2.105	62.632
7.936	62.492
1.611	62.642
5.828	62.482
1.249	62.652
4.394	62.472
0.996	62.662
3.140	62.462
0.819	62.672
2.315	62.452
0.693	62.682
1.718	62.442
0.602	62.692
1.258	62.432
0.537	62.702
0.998	62.422
0.489	62.712
0.786	62.412
0.447	62.722
0.639	62.402
0.421	62.732
0.557	62.392
0.399	62.742
0.492	62.382
0.385	62.752
0.447	62.372
0.371	62.762
0.422	62.362
0.364	62.772
0.397	62.352
0.360	62.782
0.312	62.342
0.353	62.792
0.373	62.332
0.351	62.802
0.362	62.322
0.348	62.812
