12.309	62.562
15.019	62.572
18.368	62.552
11.083	62.582
18.447	62.542
7.489	62.592
19.132	62.532
5.397	62.602
17.252	62.522
3.797	62.612
14.616	62.512
2.734	62.622
11.134	62.502
2.019	62.632
8.801	62.492
1.539	62.642
6.472	62.482
1.200	62.652
4.808	62.472
0.958	62.662
3.497	62.462
0.798	62.672
2.561	62.452
0.674	62.682
1.882	62.442
0.591	62.692
1.387	62.432
0.530	62.702
1.057	62.422
0.481	62.712
0.863	62.412
0.447	62.722
0.694	62.402
0.416	62.732
0.593	62.392
0.398	62.742
0.545	62.382
0.385	62.752
0.476	62.372
0.375	62.762
0.442	62.362
0.366	62.772
0.415	62.352
0.361	62.782
0.393	62.342
0.354	62.792
0.380	62.332
0.353	62.802
0.370	62.322
0.351	62.812
