3.786	62.592
15.666	62.602
10.927	62.582
6.514	62.612
8.949	62.572
4.466	62.622
5.421	62.562
2.986	62.632
6.986	62.552
2.421	62.642
6.427	62.542
1.846	62.652
5.324	62.532
1.905	62.662
5.238	62.522
1.585	62.672
1.325	62.512
1.240	62.682
3.496	62.502
0.932	62.692
2.739	62.492
0.795	62.702
2.109	62.482
0.678	62.712
1.394	62.472
0.592	62.722
0.995	62.462
0.495	62.732
0.723	62.452
0.717	62.742
0.546	62.442
0.395	62.752
0.495	62.432
0.360	62.762
0.423	62.422
0.345	62.772
0.353	62.412
0.430	62.782
0.363	62.402
0.327	62.792
0.335	62.392
0.317	62.802
0.331	62.382
0.313	62.812
0.320	62.372
0.313	62.822
0.310	62.362
0.309	62.832
0.301	62.352
0.306	62.842
