14.776	62.592
15.181	62.602
18.229	62.582
10.657	62.612
19.352	62.572
7.563	62.622
19.453	62.562
5.445	62.632
16.810	62.552
3.949	62.642
13.768	62.542
2.869	62.652
11.324	62.532
1.667	62.662
8.889	62.522
1.625	62.672
6.169	62.512
1.291	62.682
4.503	62.502
0.910	62.692
3.214	62.492
0.839	62.702
1.216	62.482
0.707	62.712
0.936	62.472
0.612	62.722
1.306	62.462
0.542	62.732
1.012	62.452
0.396	62.742
0.811	62.442
0.447	62.752
0.370	62.432
0.413	62.762
0.590	62.422
0.323	62.772
0.517	62.412
0.370	62.782
0.456	62.402
0.357	62.792
0.423	62.392
0.347	62.802
0.393	62.382
0.339	62.812
0.373	62.372
0.298	62.822
0.353	62.362
0.328	62.832
0.341	62.352
0.324	62.842
