14.767	62.592
15.255	62.602
18.096	62.582
10.758	62.612
4.763	62.572
7.709	62.622
18.770	62.562
5.395	62.632
18.270	62.552
3.882	62.642
14.665	62.542
2.921	62.652
11.506	62.532
2.184	62.662
8.823	62.522
1.664	62.672
6.348	62.512
1.289	62.682
4.513	62.502
1.029	62.692
3.235	62.492
0.837	62.702
2.347	62.482
0.708	62.712
1.723	62.472
0.615	62.722
1.299	62.462
0.546	62.732
0.999	62.452
0.489	62.742
0.429	62.442
0.449	62.752
0.676	62.432
0.410	62.762
0.579	62.422
0.391	62.772
0.499	62.412
0.371	62.782
0.466	62.402
0.356	62.792
0.416	62.392
0.346	62.802
0.400	62.382
0.340	62.812
0.373	62.372
0.332	62.822
0.357	62.362
0.327	62.832
0.343	62.352
0.323	62.842
