20.1632	62.6509
21.2175	62.6509
20.5597	62.6509
20.9538	62.6509
19.8584	62.6509
19.6967	62.6609
20.625	62.6508
20.0443	62.6509
20.1769	62.6509
20.0187	62.6509
20.1336	62.6509
20.1328	62.6509
20.5486	62.6509
20.4054	62.6509
19.8719	62.6509
20.7122	62.6509
20.4052	62.6509
20.8167	62.6509
20.5197	62.6509
20.8943	62.6509
20.8784	62.6509
20.1323	62.6509
20.3214	62.6509
20.532	62.6509
19.8179	62.6509
19.3805	62.6509
18.769	62.6409
18.9507	62.6409
18.7419	62.6409
19.3359	62.6409
18.6513	62.6409
19.1796	62.6509
18.9846	62.6409
18.596	62.6409
18.4935	62.6409
18.6969	62.6409
18.6321	62.6409
20.3466	62.6509
18.6996	62.6509
18.5303	62.6409
18.817	62.6409
18.7988	62.6409
18.8021	62.6409
18.5584	62.6409
19.3276	62.6509
18.4703	62.6409
19.808	62.6509
20.5587	62.6509
19.9063	62.6509
