11.303	62.631
19.337	62.641
15.822	62.621
20.894	62.651
11.828	62.611
19.695	62.661
8.093	62.601
16.693	62.671
5.924	62.591
13.161	62.681
4.120	62.581
10.311	62.691
3.284	62.571
7.539	62.701
2.385	62.561
5.519	62.711
1.233	62.551
3.932	62.721
1.300	62.541
2.841	62.731
1.024	62.531
2.142	62.741
0.832	62.521
1.637	62.751
0.703	62.511
1.289	62.761
0.607	62.501
1.047	62.771
0.536	62.491
0.866	62.781
0.383	62.481
0.728	62.791
0.445	62.471
0.634	62.801
0.421	62.461
0.561	62.811
0.399	62.451
0.509	62.821
0.382	62.441
0.466	62.831
0.370	62.431
0.439	62.841
0.359	62.421
0.416	62.851
0.353	62.411
0.403	62.861
0.349	62.401
0.390	62.871
0.348	62.391
0.382	62.881
