10.868	62.631
19.549	62.641
16.805	62.621
20.560	62.651
12.266	62.611
18.789	62.661
9.434	62.601
15.861	62.671
6.528	62.591
12.972	62.681
4.860	62.581
9.849	62.691
3.466	62.571
7.225	62.701
2.492	62.561
5.196	62.711
1.838	62.551
3.742	62.721
1.344	62.541
2.724	62.731
1.062	62.531
2.038	62.741
0.859	62.521
1.572	62.751
0.722	62.511
1.245	62.761
0.616	62.501
1.007	62.771
0.545	62.491
0.837	62.781
0.490	62.481
0.709	62.791
0.453	62.471
0.619	62.801
0.421	62.461
0.549	62.811
0.404	62.451
0.501	62.821
0.385	62.441
0.465	62.831
0.372	62.431
0.437	62.841
0.363	62.421
0.418	62.851
0.355	62.411
0.402	62.861
0.351	62.401
0.389	62.871
0.348	62.391
0.382	62.881
