4.413	62.631
18.799	62.641
9.291	62.621
10.450	62.651
5.096	62.611
7.829	62.661
3.423	62.601
6.698	62.671
2.519	62.591
5.555	62.681
2.267	62.581
4.882	62.691
1.681	62.571
5.205	62.701
1.786	62.561
4.466	62.711
1.347	62.551
3.449	62.721
1.060	62.541
2.370	62.731
0.841	62.531
1.651	62.741
0.721	62.521
1.394	62.751
0.636	62.511
1.188	62.761
0.520	62.501
0.885	62.771
0.443	62.491
0.726	62.781
0.422	62.481
0.588	62.791
0.384	62.471
0.481	62.801
0.360	62.461
0.448	62.811
0.341	62.451
0.396	62.821
0.341	62.441
0.387	62.831
0.422	62.431
0.364	62.841
0.326	62.421
0.354	62.851
0.328	62.411
0.354	62.861
0.328	62.401
0.343	62.871
0.325	62.391
0.344	62.881
