3.693	62.631
18.632	62.641
7.873	62.621
7.228	62.651
3.766	62.611
5.375	62.661
2.661	62.601
4.744	62.671
1.981	62.591
3.888	62.681
1.743	62.581
2.981	62.691
1.673	62.571
3.387	62.701
1.450	62.561
3.360	62.711
1.174	62.551
2.286	62.721
0.942	62.541
1.864	62.731
0.789	62.531
1.332	62.741
0.687	62.521
0.997	62.751
0.596	62.511
0.845	62.761
0.499	62.501
0.752	62.771
0.434	62.491
0.552	62.781
0.381	62.481
0.451	62.791
0.357	62.471
0.423	62.801
0.344	62.461
0.384	62.811
0.335	62.451
0.355	62.821
0.327	62.441
0.345	62.831
0.471	62.431
0.340	62.841
0.322	62.421
0.344	62.851
0.324	62.411
0.336	62.861
0.322	62.401
0.337	62.871
0.325	62.391
0.336	62.881
